证券代码,证券简称,上市日期,"华证ESG评级
[交易日期] 2009-12-31","华证ESG评级
[交易日期] 2010-12-31","华证ESG评级
[交易日期] 2011-12-31","华证ESG评级
[交易日期] 2012-12-31","华证ESG评级
[交易日期] 2013-12-31","华证ESG评级
[交易日期] 2014-12-31","华证ESG评级
[交易日期] 2015-12-31","华证ESG评级
[交易日期] 2016-12-31","华证ESG评级
[交易日期] 2017-12-31","华证ESG评级
[交易日期] 2018-12-31","华证ESG评级
[交易日期] 2019-12-31","华证ESG评级
[交易日期] 2020-12-31",2009_量化值,2010_量化值,2011_量化值,2012_量化值,2013_量化值,2014_量化值,2015_量化值,2016_量化值,2017_量化值,2018_量化值,2019_量化值,2020_量化值
300895.SZ,铜牛信息,2020-09-24,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
300896.SZ,爱美客,2020-09-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
300897.SZ,山科智能,2020-09-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
300898.SZ,熊猫乳品,2020-10-16,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
300899.SZ,上海凯鑫,2020-10-16,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
300900.SZ,广联航空,2020-10-29,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
300901.SZ,中胤时尚,2020-10-29,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
300902.SZ,国安达,2020-10-29,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
300903.SZ,科翔股份,2020-11-05,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300905.SZ,宝丽迪,2020-11-05,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300906.SZ,日月明,2020-11-05,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300907.SZ,康平科技,2020-11-18,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300908.SZ,仲景食品,2020-11-23,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300909.SZ,汇创达,2020-11-18,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300910.SZ,瑞丰新材,2020-11-27,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300911.SZ,亿田智能,2020-12-03,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300912.SZ,凯龙高科,2020-12-07,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300913.SZ,兆龙互连,2020-12-07,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300915.SZ,海融科技,2020-12-02,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300916.SZ,朗特智能,2020-12-02,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300917.SZ,特发服务,2020-12-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300918.SZ,南山智尚,2020-12-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300919.SZ,中伟股份,2020-12-23,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300920.SZ,润阳科技,2020-12-25,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300921.SZ,南凌科技,2020-12-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300922.SZ,天秦装备,2020-12-25,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300923.SZ,研奥股份,2020-12-24,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300925.SZ,法本信息,2020-12-30,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300926.SZ,博俊科技,2021-01-07,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300927.SZ,江天化学,2021-01-07,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300928.SZ,华安鑫创,2021-01-06,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300929.SZ,华骐环保,2021-01-20,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300930.SZ,屹通新材,2021-01-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300931.SZ,通用电梯,2021-01-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300932.SZ,三友联众,2021-01-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300933.SZ,中辰股份,2021-01-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300935.SZ,盈建科,2021-01-20,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300936.SZ,中英科技,2021-01-26,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300937.SZ,药易购,2021-01-27,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300938.SZ,信测标准,2021-01-27,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300939.SZ,秋田微,2021-01-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300940.SZ,南极光,2021-02-03,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300941.SZ,创识科技,2021-02-09,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300942.SZ,易瑞生物,2021-02-09,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300943.SZ,春晖智控,2021-02-10,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300945.SZ,曼卡龙,2021-02-10,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300946.SZ,恒而达,2021-02-08,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300947.SZ,德必集团,2021-02-10,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300948.SZ,冠中生态,2021-02-25,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300949.SZ,奥雅设计,2021-02-26,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300950.SZ,德固特,2021-03-03,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300951.SZ,博硕科技,2021-02-26,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300952.SZ,恒辉安防,2021-03-11,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300953.SZ,震裕科技,2021-03-18,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300955.SZ,嘉亨家化,2021-03-24,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300956.SZ,英力股份,2021-03-26,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300957.SZ,贝泰妮,2021-03-25,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300958.SZ,建工修复,2021-03-29,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300959.SZ,线上线下,2021-03-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300960.SZ,通业科技,2021-03-29,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300961.SZ,深水海纳,2021-03-30,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300962.SZ,中金辐照,2021-04-09,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300963.SZ,中洲特材,2021-04-09,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300965.SZ,恒宇信通,2021-04-02,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300966.SZ,共同药业,2021-04-09,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300967.SZ,晓鸣股份,2021-04-13,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300968.SZ,格林精密,2021-04-15,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300969.SZ,恒帅股份,2021-04-12,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300970.SZ,华绿生物,2021-04-12,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300971.SZ,博亚精工,2021-04-15,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300972.SZ,万辰生物,2021-04-19,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300973.SZ,立高食品,2021-04-15,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300975.SZ,商络电子,2021-04-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300976.SZ,达瑞电子,2021-04-19,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300977.SZ,深圳瑞捷,2021-04-20,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300978.SZ,东箭科技,2021-04-26,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300979.SZ,华利集团,2021-04-26,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300980.SZ,祥源新材,2021-04-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300981.SZ,中红医疗,2021-04-27,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300982.SZ,苏文电能,2021-04-27,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300983.SZ,尤安设计,2021-04-20,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300985.SZ,致远新能,2021-04-29,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300986.SZ,志特新材,2021-04-30,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300987.SZ,川网传媒,2021-05-11,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300988.SZ,津荣天宇,2021-05-12,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300989.SZ,蕾奥规划,2021-05-07,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300990.SZ,同飞股份,2021-05-12,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300991.SZ,创益通,2021-05-20,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300992.SZ,泰福泵业,2021-05-25,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300993.SZ,玉马遮阳,2021-05-24,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300995.SZ,奇德新材,2021-05-26,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300997.SZ,N欢乐家,2021-06-02,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300998.SZ,N宁波,2021-06-02,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
300999.SZ,金龙鱼,2020-10-15,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
301000.SZ,C肇民,2021-05-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
301001.SZ,C凯淳,2021-05-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
301003.SZ,C博云,2021-06-01,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
301005.SZ,C超捷,2021-06-01,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
600000.SH,浦发银行,1999-11-10,A,A,AA,AA,AA,AA,AA,AA,AA,BB,BB,BBB,4,4,5,5,5,5,5,5,5,2,2,3
600004.SH,白云机场,2003-04-28,BBB,BBB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,3,3,5,5,5,5,5,5,5,5,5,5
600006.SH,东风汽车,1999-07-27,BBB,BBB,AA,AA,AA,A,AA,AA,A,A,A,AA,3,3,5,5,5,4,5,5,4,4,4,5
600007.SH,中国国贸,1999-03-12,A,A,A,A,A,A,A,A,A,A,A,A,4,4,4,4,4,4,4,4,4,4,4,4
600008.SH,首创股份,2000-04-27,A,A,A,A,A,A,A,A,A,AAA,AAA,AAA,4,4,4,4,4,4,4,4,4,6,6,6
600009.SH,上海机场,1998-02-18,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,3,3,3,3,3,3,3,3,3,3,3,3
600010.SH,包钢股份,2001-03-09,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,A,A,3,3,3,3,3,3,3,3,3,3,4,4
600011.SH,华能国际,2001-12-06,BBB,BBB,AA,AA,AA,AA,AA,AA,AA,AAA,AA,AA,3,3,5,5,5,5,5,5,5,6,5,5
600012.SH,皖通高速,2003-01-07,BBB,BBB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BBB,3,3,5,5,5,5,5,5,5,5,5,3
600015.SH,华夏银行,2003-09-12,A,A,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,4,4,5,5,5,5,5,5,5,5,5,5
600016.SH,民生银行,2000-12-19,A,A,AA,AA,AA,AA,AA,AA,AA,AA,BBB,BBB,4,4,5,5,5,5,5,5,5,5,3,3
600017.SH,日照港,2006-10-17,BBB,BBB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,3,3,5,5,5,5,5,5,5,5,5,5
600018.SH,上港集团,2006-10-26,BBB,BBB,BBB,BBB,BBB,BBB,AA,AA,AA,AA,AA,AA,3,3,3,3,3,3,5,5,5,5,5,5
600019.SH,宝钢股份,2000-12-12,BBB,BBB,BBB,BBB,BBB,BBB,AA,AA,AA,AA,AA,A,3,3,3,3,3,3,5,5,5,5,5,4
600020.SH,中原高速,2003-08-08,BBB,BBB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,3,3,5,5,5,5,5,5,5,5,5,5
600021.SH,上海电力,2003-10-29,BBB,BBB,BBB,BBB,BBB,AA,AA,AA,AA,AA,AA,AA,3,3,3,3,3,5,5,5,5,5,5,5
600022.SH,山东钢铁,2004-06-29,BBB,BBB,AA,AA,AA,AA,AA,AA,AA,AA,AA,A,3,3,5,5,5,5,5,5,5,5,5,4
600023.SH,浙能电力,2013-12-19,未上市,未上市,未上市,未上市,未上市,BBB,A,A,A,A,A,A,0,0,0,0,0,3,4,4,4,4,4,4
600025.SH,华能水电,2017-12-15,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,AA,AA,AA,0,0,0,0,0,0,0,0,0,5,5,5
600026.SH,中远海能,2002-05-23,BBB,BBB,AA,AA,AA,AA,AA,A,AA,AA,AA,AA,3,3,5,5,5,5,5,4,5,5,5,5
600027.SH,华电国际,2005-02-03,BBB,BBB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,3,3,5,5,5,5,5,5,5,5,5,5
600028.SH,中国石化,2001-08-08,BBB,BBB,BBB,BBB,BBB,BBB,A,AA,AA,AA,AA,AA,3,3,3,3,3,3,4,5,5,5,5,5
600029.SH,南方航空,2003-07-25,BBB,BBB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,3,3,5,5,5,5,5,5,5,5,5,5
600030.SH,中信证券,2003-01-06,A,A,AA,AA,AAA,AA,AA,AA,BB,BBB,AA,AAA,4,4,5,5,6,5,5,5,2,3,5,6
